Label,Scammer,scam type,trick type,attack type,reason
0,"Dear Valued Customer, You have been selected to participate in a survey about your recent experience with the Federal Trade Commission (FTC). Click on this link to share your feedback: https://ftc.gov/survey. -FTC Team",Phishing,"Authority, Making Unsolicited Offers","Intentional spelling mistakes, Homograph Attack","['The message is from a legitimate government agency (FTC) and not a scammer impersonating one.', 'The message is asking for feedback, not offering a reward or gift card.', 'The link provided is an official government website (ftc.gov) and not a suspicious domain.', 'There are no intentional spelling mistakes in the message.']"
1,"Hello TEAM, I'm a member of HR. You've been identified for a work-from-home opportunity. Earn up to Rs. 20,000 per day.http://wa.me/5555555555. Regards MANGOZEN",,,,
0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,,
0,"""HSBC: Your credit card xxxxx4550 has been used at utilitiescc for INR 1498.00 on 08/02/20. Available limit - INR 104177.00; current outstanding - INR 2823.00. If you want to report this as a fraud transaction and block your card, please call +914067173402 Or SMS 'BLOCK<space>CC<space>last 4 digits of your card number to '575750' from your registered mobile number.""",,,,
0,"Sorry, I'll call later",,,,
0,Do you want bold 2 or bb torch,,,,
1,Fantastic Farhan! You're one step closer to claiming your prize. To proceed we require a delivery fee of Rs. 1000. Check your messaging app for the account details. Once paid give me a call back to confirm.,,,,
0,We have pizza if u want,,,,
0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,,,,
0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,,,,
0,Be sure to check your yahoo email. We sent photos yesterday,,,,
0,"Customer place, i wil cal u sir.",,,,
0,Your Profit Club transaction of Rs. 1000.00 was Successful. Your current Profit Club balance is Rs. 0.00 View Balance https://fup.page.link/MWBB,,,,
0,This pay is  &lt;DECIMAL&gt;  lakhs:),,,,
1,Urgent! Your PayPa1 account has been temporarly suspended due to unusual activty. Click here to reactivate: https://paypa1.com/reactivate,Phishing,"Scarcity, Confusion","Intentional spelling mistakes, Homograph Attack","['Urgency is created to prompt immediate action', 'Confusion is caused by the use of a similar domain name (paypa1 instead of paypal)', ""Intentional spelling mistake in 'temporarly' to avoid automated filters"", ""Homograph attack using '1' instead of 'l' in the domain name"", 'Request to click on a suspicious link']"
0,I'm awake oh. What's up.,,,,
0,"Dear Customer, Contact Branch as your KYC is becoming due for updation. You can also update it thru 1) Internet Bkg 2) SBI ATM (if no change in OVD details)-SBI",,,,
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,,
1,"Dear Valued Customer, This is Officier James from the UK Goverment Tax Office. We have recieved a report of fraudlent activty on your account. To avoid account suspension, please click on this link to verify your informations: https://tаxoffice.uk.gov/verify (Note: This is a secure link, do not share with anyone)",Phishing,"Authority, Using Fake Accents or Identities","Intentional spelling mistakes, Homograph Attack","['Uses fake authority figure (Officier James) and government agency to create a sense of urgency and legitimacy', 'Uses intentional spelling mistakes (fraudlent, recieved, informations) to make the message appear more authentic', 'Uses a homograph attack (tаxoffice.uk.gov instead of taxoffice.uk.gov) to create a fake URL that appears legitimate', ""Asks the victim to click on a suspicious link to 'verify' their information, which may lead to phishing or malware""]"
1,Hello esteemed customer! Thank you for considering our website. As a direct distributor we guarantee the best prices for our phones. I'd like to draw your attention to this year's flagship model the 720 FE. It's widely regarded as the premier smartphone available. Take advantage of our limited-time offer! Place your order within the next hour pay in full and receive a whopping 70% cashback upon delivery.,,,,
0,Get your face glowing post the Diwali hustle with a rejuvenating Face Yoga session by Vibhuti Arora- a leading Face Yoga expert on 20th Nov'21 at 5pm presented to you exclusively by Shoppers Stop-First Select. Register here bit.ly/faceyogaFC to book a seat. TnC*,,,,
0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,,
1,"Hello, it's Rohan from BHARATPE Corporation. You're the winner of our Rs 13 Lakh jackpot! The jackpot details have been forwarded to you. Contact the given number to claim your prize.",,,,
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",,,,
1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,,
1,Urgent: Your PayPa1 account has been compromized! Click on this link to secure your account immediatly: https://paypa1.com/secure,Phishing,"Authority, Playing on Emotions","Intentional spelling mistakes, Homograph Attack","[""Uses 'Urgent' to create a sense of panic and prompt action"", 'Claims to be from a trusted authority (PayPal) to establish credibility', ""Uses intentional spelling mistake ('immediatly' instead of 'immediately') to bypass spam filters"", 'Employs homograph attack (paypa1 instead of paypal) to deceive the recipient', 'Asks the recipient to click on a suspicious link, potentially leading to malware or phishing website']"
0,* Am on a train back from northampton so i'm afraid not!,,,,
0,"I think your mentor is , but not 100 percent sure.",,,,
0,"Hi, your Postpaid (8527858647) has been removed from Airtel Black successfully. You will now receive a separate bill for it. To add to Airtel Black again, please click on https://www.airtel.in/5/apbbnkcreate",,,,
0,"URGENT: Your account has been temporarily locked due to suspicious activity from an unknown IP address. To reactivate, visit our website [www.examplebank.com/security](http://www.examplebank.com/security) and follow the instructions to verify your identity.",Phishing,"Scarcity, Using Jargon or Technical Terms",Intentional spelling mistakes,"[""The message is from a trusted source (e.g. a bank's official number)"", 'The link provided is a legitimate website of the bank', 'The message does not ask for login credentials directly', 'The language used is clear and concise, without intentional spelling mistakes', 'The message provides a clear reason for the account lock and a legitimate solution']"
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",,,,
0,You're gonna have to be way more specific than that,,,,
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,,
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,,,,
0,How r ü going to send it to me?,,,,
0,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,,,,
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,,,,
0,Just finished eating. Got u a plate. NOT leftovers this time.,,,,
1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",,,,
0,How much are we getting?,,,,
0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,,,,
0,Why tired what special there you had,,,,
0,Please don't text me anymore. I have nothing else to say.,,,,
0,Yar but they say got some error.,,,,
0,"Urgent: We've detected suspicious activity on your Apple account. Click this link to review and secure your account now! https://apple.com/secure (4.8/5 stars, 12,345 reviews) - Apple Support Team",Phishing,"Authority, Using Fake Reviews or Ratings to Build Credibility",Homograph Attack,"['The link is a legitimate Apple domain', 'The message is warning about suspicious activity, not claiming the account is compromised', 'The rating and reviews are likely from a legitimate Apple support page']"
0,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,,
0,Well I might not come then...,,,,
1,Urgent: Your PayPa1 account has been temporarly locked due to suspisious activty. Click here to verify your informations and avoid permanant closure: https://paypal-secure-login.com,Phishing,"Scarcity, Fake Sense of Trust","Intentional spelling mistakes, Homograph Attack","[""Creates a sense of urgency with 'Urgent' to prompt immediate action"", 'Uses a fake sense of trust by claiming to be from a well-known company (PayPal)', ""Contains intentional spelling mistakes ('temporarly', 'suspisious', 'informations')"", ""Employs a homograph attack by using 'PayPa1' instead of 'PayPal'"", 'Asks for sensitive information or login credentials', 'Uses a suspicious URL that is not the official PayPal website']"
0,"Alright if you're sure, let me know when you're leaving",,,,
0,I thought slide is enough.,,,,
0,Can a not?,,,,
0,Its a part of checking IQ,,,,
0,URGENT: Your Bank of America mobile banking app access has been temporarily locked due to multiple incorrect login attempts. Please call our customer service at 1-800-432-1000 to verify your identity and reactivate your access.,Phishing,"Authority, Creating a Sense of Urgency",Intentional spelling mistakes,"[""It's from a trusted source (Bank of America)"", ""It doesn't ask for sensitive information"", 'It provides a legitimate contact method (phone number)', ""It doesn't contain suspicious links""]"
1,"10. Hey Raju! I've got an exciting proposition for you to earn some extra cash with minimal effort and investment. Simply invest Rs. 15,000 in STARLIGHT company products, and you'll receive a free mobile phone valued at Rs. 7,500. Additionally, for every group of three individuals you recruit, you'll pocket a commission of Rs. 1,800 per person as you continue to grow the network.",,,,
